Title,Abstract,Keywords,itr,Label
structural features antimicrobial activity hydrogels obtained sol gel method silicon zinc boron glycerolates,glycerolates biogenic elements particular silicon zinc boron promising biocompatible precursors sol gel processing successfully used synthesis pharmacologically active glycerohydrogels exhibiting wound healing regenerating cases immunotropic antimicrobial effects paper comparative vitro study antimicrobial antibacterial antimycotic activity glycerohydrogels differing biogenic elements silicon silicon boron silicon zinc silicon zinc boron glycerol hydrogels carried using methods agar diffusion serial dilutions shown silicon zinc boron glycerol hydrogel general exhibited higher antimicrobial activity silicon boron silicon zinc glycerol hydrogels possessed lower activity silicon glycerol hydrogel demonstrated antimicrobial properties differences antimicrobial activity associated structural features hydrogels studied using advanced physicochemical methods including electrospray ionization mass spectrometry nmr spectroscopy transmission electron microscope dispersion medium silicon zinc boron glycerol hydrogel separated exhaustive extraction ethanol contained bis glycerol borate anions zn cations simultaneous presence ions characteristic hydrogels study opinion provides improved antimicrobial activity silicon zinc boron glycerol hydrogel boron bisglycerolates boric acid dispersion medium silicon boron glycerol hydrogel provides antimicrobial activity silicon zinc glycerol hydrogel containing nanoscale particles zinc monoglycerolate cells polymer network active silicon zinc boron glycerol hydrogel efficient safer alternative conventional topical antimicrobial agents treatment diseases skin mucous membrane,silicon zinc boron glycerolates sol gel processing glycerohydrogel nanoscale structure antimicrobial activity,123,19
ray based quantitative osteoporosis imaging spine,osteoporosis metabolic bone disease high prevalence affects population worldwide particularly elderly fractures associated bone fragility diagnosis osteoporosis clinically evident early diagnosis necessary initiate therapy prevent occurrence fractures reducing morbidity mortality ray based imaging plays key role fracture risk assessment monitoring osteoporosis decades dual energy ray absorptiometry dxa main method used reflects reference standard modality reemerges quantitative computed tomography qct dimensional advantages opportunistic exploitation routine ct scans background article intends review evaluate recent advances field ray based quantitative imaging osteoporosis spine standard dxa recent addition trabecular bone score tbs presented secondly standard qct dual energy bmd quantification opportunistic bmd screening non dedicated ct exams discussed lastly finite element analysis microstructural parameter analysis reviewed,bone densitometry dual energy ray absorptiometry osteoporosis spine quantitative computed tomography,1965,333
prevalence pathogenic microorganisms correlation abundance indicator organisms riverbed sediments,present study investigated prevalence pathogenic organisms salmonella spp vibrio cholerae shigella spp correlation abundance faecal indicator organisms water riverbed sediments apies river south africa water sediment samples collected sites river february analysed culture molecular real time pcr techniques concentrations faecal indicator organisms sediments reached standard deviation cfu ml pathogens detected water sediments pathogens detected sediments sites influenced wastewater treatment works informal settlements wet dry seasons water column strong positive correlation observed coli pathogens perfringens correlated cholerae sediments strong positive correlations observed coli salmonella spp coli cholerae dry season coli cholerae coli shigella spp wet season correlation observed sediments perfringens counts pathogens sediments apies river harbour pathogenic organisms correlation coli pathogenic organisms sediments suggests coli indicator pathogens presence lack correlation coli pathogens sediments perfringens pathogens highlights need investigate indicators pathogens presence complex matrix,indicator bacteria microbial pathogens microbial sediment quality public health risk relationship river water,55,8
comparative study conventional type ii inverted core shell nanostructures based cdse zns,objective work investigate structural morphological optical properties conventional cdse zns core shell inverted zns cdse core shell nanostructures opto electronic device applications purpose nanostructures synthesized using chemical bath deposition technique film form structural properties studied using ray diffraction technique rietveld refinement transmission electron microscopy tem surface morphology synthesized film illustrated form images using atomic force microscopy afm optical properties explained using uv vis absorption spectroscopy photo luminescence pl spectroscopy situ monitoring process comparison estimated particle size xrd high resolution afm tem images resulted good agreement nm respectively conventional cdse zns core shell nm respectively inverted zns cdse core shell nanostructures,conventional inverted core shell chemical bath deposition absorption edge emission spectra reitveld refinment,800,143
effect boron acrylate monomer content multi acrylate functional boron methacrylate adhesive performance water borne acrylic polymers,study influence boron acrylates functional monomer adhesive cohesive performance water borne pressure sensitive adhesives coated bi orientated polypropylene bopp investigated series pressure sensitive adhesives different monomer composition prepared using emulsion polymerization monomers butyl acrylate methyl methacrylate acrylic acid boron acrylate multi acrylate functional boron methacrylate adhesive performance studied boron acrylate monomer content based total monomer composition multi acrylate functional boron methacrylate adhesives obtained constant thickness coated bopp evaluated performance measuring tackiness peel strength shear strength surfaces including stainless steel glass aluminum al low density polyethylene results addition boron acrylate slightly increasing adhesion cohesion performance non polar surfaces dramatic decrease adhesive performance different surfaces decomposition temperature increase tga analysis,emulsion polymerization acrylic coating water based pressure sensitive adhesive boron acrylate,775,138
effect feedstock concentration biogas production inoculating rumen microorganisms biomass solid waste,methane production continuous stirred tank reactor rumen liquid inoculate microorganisms paper excess sludge pes feedstock studied work mainly focused revealing effect feedstock concentration biogas production seldom reported previously current optimal fermentation conditions follows ph sludge retention time days sludge total solids ts weight daily gas yields measured biogas compositions analyzed gas chromatograph conditions optimum input ts wt biogas yield volume gas productivity ml ts ml respectively proportions ch biogas ch yield reached ml vs volatile suspended solid higher previously reported values findings work significant effect promoting application digesting pes rumen microorganisms identified technical parameter,excess sludge rumen microorganisms lignocellulose biodegradation biogas production feedstock concentration,1026,178
predicting minor nutrient requirements hazelnut shoot cultures using regression trees,tissue culture data non linear nature decision tree algorithms stand revealing non linear interactions relationships predictors responses classification regression tree cart chi squared automatic interaction detector chaid exhaustive chaid common decision tree algorithms models employed predict optimize effect minor mineral nutrients shoot cultures corylus avellana cultivars bo cuso mnso na moo zn tested range driver kuniyuki dkw medium rsm optimal design niso input design varying levels shoot quality length affected genotype mo amounts multiplication rate depended genotype zn cu levels callus formation affected genotype leaf size depended genotype zn mn concentrations cu significant predictor leaf color ni slightly improved spad readings chlorophyll content cart general outperformed chaid exhaustive chaid terms predictive performance chaid exhaustive chaid failed generate tree model leaf size response optimal minor nutrients hazelnuts based predictions cart algorithm suggested dkw cu mn mo zn,corylus avellana data mining decision tree hazelnut micropropagation,1941,326
molecular networking based lc ms reveals novel biotransformation products green coffee ex vivo cultures human gut microbiome,introduction unroasted green coffee bean increasingly popular beverage weight loss supplement contains higher levels chlorogenic acid derivatives lower alkaloid levels roasted beans nonetheless gut microbiome metabolizes green coffee constituents studied objectives identify possible biotransformation products green coffee extract human gut microbiome potential implications process biological effects fate inside body methods molecular networking gnps platform employed visualization green coffee metabolite profiles acquired using lc tandem mass spectrometry post incubation ex vivo culture human gut microbiome results metabolites annotated including unreported alkyl cinnamate esters green coffee novel biotransformation products conclusion finding reveals new biotransformation products cinnamate esters gut microbiome mediated oxidative reactions dehydrogenation hydroxylation methylation decarboxylation deglycosylation findings reveal potential interactions gut microbiome green coffee constituents paves way studying effects interactions microbiome human host graphic abstract,green coffee gut microbiome molecular networking chlorogenic acid prooxidants,1113,190
study fractional schr dinger equation composed jumarie fractional derivative,paper derived fractional order schr dinger equation composed jumarie fractional derivative solution fractional order schr dinger equation obtained terms mittag leffler function complex arguments fractional trigonometric functions important properties fractional schr dinger equation described case particles dimensional infinite potential motivations using fractional calculus physical systems space time variables deal exhibit coarse grained phenomena means infinitesimal quantities arbitrarily taken zero non zero minimum spread type non zero spread arises microscopic mesoscopic levels dynamics means denote point space point time limit differentials taken zero concept coarse graining account use infinitesimal quantities called fractional differentials arbitrarily small tending zero fractional differentials greater way defining fractional differentials helps use fractional derivatives study dynamic systems,jumarie fractional derivative mittag leffler function fractional schr dinger equation fractional wave function jr fb df db,734,131
agro residues enhanced production bio colorants feasible approach dyeing surface coating leather,abstract growing demand eco friendly non toxic dyes used impart color wide variety materials synthetic dyes known cause health hazards possible carcinogenic effects associated azo dyes high heavy metal content possible use restricted substances present study aims cultivation fungi utilizing agricultural wastes extraction colors bio colorants obtained subjected characterization using analytical techniques like ftir tga particle size analysis characterized bio colorants exploited dyeing cow crust parameters like color fastness rub fastness heat resistance analyzed bio colorants yellow potential used dye solution remaining black brown green good surface coating cow crust graphic abstract,agro residues bio colorant characterization fungi leather dyeing surface coating,439,80
realignment criteria recognizing multipartite entanglement quantum states,multiple realignments density matrices present new separability criterion multipartite quantum state includes computable cross norm realignment criterion multipartite partial realignment criterion special cases example used new criterion efficient corresponding multipartite realignment criteria given horodecki et al open syst inf dyn shen et al phys rev,separability criterion reduce density matrice entanglement witness positive partial transpose multipartite state,426,76
physics applications metallic magnetic calorimeters,metallic magnetic calorimeters mmcs calorimetric low temperature particle detectors currently strongly advancing state art energy dispersive single particle detection typically operated temperatures mathrm mk make use metallic paramagnetic temperature sensor transduce temperature rise detector absorption energetic particle change magnetic flux sensed superconducting quantum interference device outstanding interplay high sensitivity thermometer near quantum limited amplifier results fast signal rise time excellent energy resolution large dynamic range quantum efficiency close ideal linear detector response reason growing number groups located world developing mmc arrays various sizes routinely used variety applications paper briefly review state art metallic magnetic calorimeters includes discussion detection principle sensor materials detector geometries readout concepts structure modern detectors state art detector performance,metallic magnetic calorimeters low temperature detectors microcalorimeters,504,92
variability projected elevation dependent warming boreal midlatitude winter cmip climate models potential drivers,future rate climate change mountains potential human impacts including related water resources ecosystem services recreation analysis ensemble mean response cmip global climate models gcms amplified warming high elevation regions cold season boreal midlatitudes examine century elevation dependent response daily minimum surface air temperature tmin dz varies different gcms winter rcp emissions scenario focus regions northern hemisphere mid latitude band includes rocky mountains tibetan plateau himalayas significant variability tmin dz individual models ranging km th percentile km th percentile nearly gcms significant positive value tmin dz identify important drivers associated variability tmin dz winter evaluate variance tmin dz differential response elevation based anomalies different climate variables gcms spatial resolution global climate sensitivity elevation dependent free air temperature response tmin dz strongest correlation elevation dependent increases surface water vapor followed elevation dependent decreases surface albedo weak positive correlation gcms free air temperature response,elevation dependent warming mountains rocky mountains tibetan plateau water vapor snow albedo feedbacks temperature edw winter cmip gcm,1754,292
accretionary processes metallogenesis central asian orogenic belt advances perspectives,largest phanerozoic orogens world central asian orogenic belt caob natural laboratory studies continental dynamics metallogenesis paper summarizes research progresses accretionary processes metallogenesis caob people republic china founded forward prospect future research early period geological theories applied explain geological evolution central asia early period china reform opening plate tectonics theory applied explain evolution northern xinjiang xingmeng regions opinion subduction collision siberian kazakhstan china north korea tarim plates proposed idea solonker yanbian suture zone established study caob entered period rapid development school scholars including geologists soviet union proposed multi block collision model assemblage caob contrast school scholars led turkish geologist celal eng proposed altaids formed growth strike slip duplicates single island arc pointed altaids special type collisional orogen period chinese geologists carried lot pioneering researches ophiolites high pressure metamorphic rocks northern china confirmed main suture zones accordingly concept central asian metallogenic domain proposed major metallogenic domains world st century given importance understanding continental accretion metallogenic mechanism caob international academic forefront china laid series scientific research projects central asia large number important scientific research achievements spawned including tectonic attribution micro continents timing tectonic settings ophiolites magmatic arcs identification anatomy accretionary wedges regional metamorphism deformation ultra high pressure metamorphism ridge subduction plume plate interaction archipelagic paleogeography spatio temporal framework multiple accretionary orogeny continental growth accretionary metallogenesis structural superposition transformation achievements important international influences exist following aspects need study early evolution history subduction initiation paleo asian ocean accretionary mechanism extroversion paleo asian ocean properties mantle paleo asian ocean spatiotemporal distribution interaction paleo asian ocean tethys ocean phanerozoic continental growth mechanism global comparison accretionary metallogenic mechanism central asian metallogenic domain continental transformation mechanism,caob accretionary orogenic processes metallogenesis research progress research frontier,104,15
push pull push pull alarm cue better guides sea lamprey capture devices mating pheromone reproductive migration,widespread development environmentally safe management actions prompted research use sensory cues manipulate movements invasive species push pull approach attractive repellent semiochemicals operate synergistically guide individuals traps proven successful insect pest management applications examined effectiveness natural repellent alarm cue natural attractant partial sex pheromone push repel pull attract push pull configurations guide invasive sea lamprey petromyzon marinus target trap spawning migration rivers using pit telemetry monitor sea lamprey movement river alarm cue capable strongly altering sea lamprey distribution pushing target areas generating rates encounter trap entrances sufficient achieve trapping control targets encounter rate trap entrances improved performed consistently addition attractant push pull configuration evidence stem transition internal state motivation migration reproduction use attractant ineffective odor combination improved trap captures conclude push pull strategies prove effective guiding sea lamprey movements recommend improvements subsequent testing management scenarios use superior attractant sea lamprey migratory cue derived conspecific larvae subsequent application capture methodology based entrainment individuals near trap entrances,fish invasive parasite push pull semiochemical vertebrate,1060,187
stability criterion linear delayed impulsive differential systems impulse time windows,paper study uniform stability linear delayed differential equationswith impulse time windows means lyapunov functions razumikhin technique combined classification discussion technique criterion uniform stability obtained used discuss stability delayed differential equations impulse time win dows examples given illustrate effectiveness theoretic result,impulsive differential systems impulse time windows uniform stability,1158,196
terahertz time domain spectroscopy micro cavity components probing samples review,brief review developments terahertz time domain spectroscopy thz tds systems micro cavity components probing samples university shanghai science technology broadband terahertz thz radiation sources based gaas diodes investigated applying high electric fields free space thz tds fiber coupled thz tds systems produced lab applications drug cancer detection introduced improve signal noise ratio snr enhance sensitivity introduce general micro cavity approaches achieve tiny volume sample detection summarizing previous results characteristics performance potential applications,terahertz thz time domain spectroscopy micro cavity metal holes array waveguide cavities spoof localized surface plasmons lsps,147,26
modified silicone oil types mechanical properties applications,silicone oil famous greater stability high temperature non toxic use low surface tension high spreading power mixture polydimethylsiloxanes pdms dimethicone simethicone largely used industrial products unique properties like non toxicity high lubricity stable film strips formations widely used lubricants electric insulator laboratories anti foaming silicone oil chosen improving lubrication performance mechanical like resin films satellite space vehicles purpose study design evaluating distinguishing feature polydimethylsiloxane pdms silicone oil mechanical thermal properties industrial field improved adhesive contact angle properties long time durability stability aim review elaborate distinguish feature polydimethyl siloxane pdms silicone oil mechanical thermal properties showing shinning properties importance silicone oil daily routine industry silicone oil derivates like polymethyl hydrogen siloxane amino silicone phenyl methyl silicone vinyl silicone hydrogen silicone oil play key role curing agent hair care cosmetics shampoos thermostat fluid anti adhesion processing materials used review polymethyl hydrogen siloxane amino silicone oil phenyl methyl silicone oil vinyl silicone oil hydrogen silicone oil significant potential properties various fields industries different types methods like cross linking copolymerization coupling agents used different reactions review synthetic types compounds used different properties giving excellent results review highlighted beneficial aspects silicone oil various fields silicone oil prominent properties like lubrication smooth gliding behavior wettability mechanical strength mechanical stability high performance coating silicone oil useful decreasing surface tension retaining moisture,silicone oil mechanical properties general applications,863,151
retrograde ureteric stent exchange female oncology patient interventional radiology experience single tertiary referral centre,background double stents used treat ureteric outflow obstruction deployed antegrade retrograde fashion relieve ureteric obstruction conditions including ureteric calculi strictures malignancy traditionally exchanged operating theatre ot general anaesthetic ga recently described technique using fluoroscopic guidance sedation aims assess efficacy safety retrograde double stent exchange interventional radiology ir setting tertiary oncology referral centre year period methods clinical data double stent exchanges female patients acquired hospital electronic patient record fellowship trained interventional radiologists performed procedures standard approach used conjunction conscious sedation using midazolam fentanyl use technique certain anatomical variations described results technical success rate main reasons failure included failure snare stent patient discomfort overall complication rate category minor category outcomes group requiring intervention average screening time min average radiation dose mgy demonstrate successful use method patients unusual anatomy ileal conduits conclusion fluoroscopic guided retrograde double stent exchange safe effective procedure performed high degree success using equipment techniques used daily ir practice approach precludes need ga reduces ot utilisation tolerated patient group procedure typically palliative,radiology interventional stents ureter ureteral obstruction,161,30
calculation space time concentration profiles contaminants fixed sorbent bed experimental data dynamic water purification,formula mathematical description relationship breakthrough curve dynamic sorption purification water space time concentration profile contaminant fixed sorbent bed derived derivation based simplifying assumption dependence adsorbate concentration profile longitudinal coordinate bed described logistic function exp constant time dependent parameters expanded power series expansion coefficients breakthrough concentration contaminant water effluent fixed bed concentration contaminant water influent fixed bed cross sectional area bed water flow rate definite analytic function dependent profile coefficients determined fitting theoretical breakthrough curve experimental help approach space time profiles dynamic water purification lead nitrate perchlorate ions calculated shown adsorbed contaminant ions redistributed different parts fixed bed course adsorption process,fixed sorbent bed space time concentration profile contaminants effluent curve breakthrough concentration redistribution ions,1218,203
posttreatment surveillance patients prolonged disease free survival resection colorectal liver metastasis,introduction posttreatment surveillance protocols endure years resection colorectal liver metastasis crlm recurrences happen years surgical removal tumour study analysed need surveillance patients years disease free survival potentially curative resection crlm methods single centre retrospective analysis consecutive patients underwent treatment crlm curative intent results total patients remained disease free years successful resection crlm estimated recurrence rate years follow group patients half patients treated curative intent recurrences multivariable analysis revealed nodal status primary tumour significant prognostic value developing recurrences years disease free survival disease free interval months resection primary tumour detection crlm trend significance factors used create risk score showing patients low risk profile node negative status disease free interval months estimated recurrence rate benefit intensive surveillance years follow recurrence conclusions currently developed risk score follow stopped specific subgroup years treatment crlm curative intent,risk score colorectal liver metastasis early recurrence late recurrence clinical risk score,1030,180
correlates poor adherence healthy lifestyle diverse group colorectal cancer survivors,purpose lifestyle factors synergistic effect health evaluated correlates poor adherence healthy lifestyle diverse sample colorectal cancer crc survivors inform future lifestyle promotion programs methods lifestyle questions cross sectional survey completed crc survivors hispanic rural low income adherence recommendations yes physical activity fruit vegetable servings day avoiding tobacco healthy weight summed create overall lifestyle quality score polytomous logistic regression used evaluate correlates good reference group moderate poor overall lifestyle quality potential correlates included sociodemographic characteristics cancer related factors indicators health results crc survivors poor adherence fold significantly likely report multiple comorbidities poor physical functioning fatigue anxiety depressive symptoms poor social participation multivariable analyses poor physical functioning significant correlate poor adherence lifestyle recommendations compared good adherence ci majority survivors indicated receiving information exercise eating healthy diet respectively conclusion future lifestyle promotion programs crc survivors carefully consider indicators physical psychosocial health especially poor physical functioning design recruitment implementation health programs,cancer survivors colorectal cancer physical activity diet rural lifestyle behaviors modifiable risk factors,1937,325
study vibrational modes cu,infrared reflection spectra cu ag mixed crystals grown bridgman method studied wide frequency range cm infrared active modes detected agreement prediction group theoretical analysis real imaginary parts dielectric function refractive index energy losses function evaluated reflectivity measurements frequencies lo modes oscillator strengths determined bands detected ir spectra studied crystals assigned various vibration types valence valence deformation basis symmetrized displacements atoms obtained employing melvin projection operators linear dependencies optical mode frequencies composition cu ag mixed crystals obtained dependencies display mode behavior,semiconductors crystal growth phonons optical spectroscopy fy ci,455,86
presence irritable bowel syndrome symptoms quiescent inflammatory bowel disease associated high rate anxiety depression,background inflammatory bowel disease ibd crohn disease cd ulcerative colitis uc irritable bowel syndrome ibs overlapping symptoms prevalence studies ibs quiescent ibd used colonoscopy histology confirm inactive disease aims determine percentage ibd patients deep remission persistent ibs like symptoms ibd ibs cause classified active disease based calculation harvey bradshaw index hbi uc disease activity index ucdai identify demographic disease characteristics associated ibd ibs methods prospective study single tertiary care ibd center patients colonoscopy histology confirmed quiescent disease consented completed rome iii criteria ibs survey hospital anxiety depression scale hads demographic disease specific data collected results cd uc patients respectively met diagnostic criteria ibs significantly higher hbi ucdai scores low short inflammatory bowel disease questionnaire sibdq scores seen ibd ibs patients patients deep remission mis categorized hbi ucdai active disease fulfilled rome iii criteria ibs psychiatric diagnosis ci earlier onset ibd ci associated ibd ibs patients fulfilling ibs criteria higher hospital anxiety depression scale hads conclusion ibd ibs affect scoring ibd disease activity scales useful guiding treatment plans,irritable bowel syndrome inflammatory bowel disease disease activity measurements ulcerative colitis crohn disease,2047,348
metastasis patterns spleen association survival outcomes advanced ovarian tubal peritoneal epithelial cancer,purpose evaluate significance parenchymal hilar capsular involvement spleen regard survival methods patients underwent primary cytoreductive surgery advanced ovarian tubal peritoneal otp epithelial cancer reviewed retrospectively stage patients upper abdomen involvement optimally debulked included patients abdomen confined disease upstaged stage splenic parenchymal metastases included results seventy patients eligible inclusion criteria underwent splenectomy patients undergo splenectomy included median follow time months median overall survival study group months patients underwent splenectomy grouped according involved site spleen parenchyma subgroup hilus subgroup capsule subgroup benign subgroup median overall survival patients hilus subgroup months median overall survival patients hilus subgroup months patients hilus subgroup significantly shorter survival hilus subgroup associated statistically significant increase mortality risk hazard ratio confidence interval conclusions splenic hilus involvement predicts poorer survival outcomes stage epithelial otp cancer patients disease expansion upper abdomen according current study published studies hilar involvement higher incidence rate compared parenchymal involvement hilar involvement beneficial clinical predictor survival larger number patients,ovarian cancer splenectomy surgery cytoreduction prognosis survival,1853,310
importance pericardium cardiac biomechanics physiology computational modeling,human heart enclosed pericardial cavity pericardium consists layered sac separated myocardium film fluid provides fixture space frictionless sliding myocardium influence pericardium essential predictive mechanical simulations heart consensus physiologically correct computationally tractable pericardial boundary conditions propose model pericardial influence parallel spring dashpot acting normal direction epicardium using chamber geometry compare model pericardial boundary conditions model fixated apex influence pericardial stiffness demonstrated parametric study comparing simulation results measurements cine magnetic resonance imaging reveals adding pericardial boundary conditions yields better approximation respect atrioventricular plane displacement atrial filling overall spatial approximation error demonstrate simple model pericardial myocardial interaction correctly predict pumping mechanisms heart previously assessed clinical studies utilizing pericardial model provide realistic cardiac mechanics simulations allows new insights pericardial myocardial interaction assessed clinical measurements,cardiac mechanical modeling pericardium boundary conditions finite element simulation,1271,211
performance healthcare facilities central italy seismic sequence,paper presents overview response healthcare area affected central italy earthquake based specific surveys information local health authorities authors collected field information seismic response capacity healthcare surveyed hospital complexes medium small dimension maximum capacity beds type hospitals representative ones present small towns located apennines mountain range usually including buildings constructed different periods different structural types surveyed hospitals partially totally unusable buildings causing severe limitations functionality healthcare services forcing patients hospitals stop outpatient treatment mainly severe damage non structural components cases moderate damage structural components present paper hospital case studies tolentino san severino hospitals located marche region analysed discussed order better understand performance earthquakes estimating seismic risk simplified methods including safety index cosenza manfredi fajfar krawinkler eds seismic design methodologies generation codes balkema rotterdam damage index,central italy earthquakes hospital complexes damage survey seismic performance non structural components,1595,258
effects application foliar sprays stabilized silicic acid overview results,silicic acid agro technology saat application stabilized silicic acid plant saat used foliar spray soil amendment foliar application stabilized silicic acid induces significantly better results growth yield quality parameters compared traditional silica soil fertilizers foliar sprays silicates foliar silicic acid effective low dose rates vegetative stage regarded biostimulant plant growth promoter effectiveness safe eco friendly cost effective,stabilized silicic acid foliar biostimulant growth water mineral balance yield quality plant,850,150
facile fabrication biocl rgo protonated,novel ternary biocl rgo pcn nanocomposite successfully fabricated coupling protonated pcn sheets electrostatic attraction followed situ synthesis biocl layers surface pcn hydrothermal reaction simultaneously achieving reduction prepared biocl rgo pcn composite exhibited significantly enhanced photoactivities degradation representative antibiotic tetracycline selective aerobic oxidation benzyl alcohol compared pristine protonated pure biocl binary biocl pcn composite simulated solar light irradiation structure property relationship explored effective characterization techniques results rgo coordinated semiconductors biocl pcn biocl rgo pcn composite closely contacted interface exhibited broad optical adsorption range effective photogenerated charge carrier separation efficiency attributed improved photocatalytic performance results demonstrate scheme charge process formed biocl pcn rgo serving electron transfer medium promote fast transporting photoinduced electrons photoinduced electrons holes retain cb pcn vb biocl strong redox ability respectively beneficial effective generation active radicals participating photocatalytic reaction work provides promising scheme ternary photocatalyst facile synthetic method potential application environmental pollution elimination green oxidative organic transformation,benzyl alcohol oxidation tc degradation pure biocl simulated solar light irradiation selective aerobic oxidation,33,7
importance health relative importance satisfaction health case frail immigrant older adults,purpose current study investigate relative perceived importance health relative importance health related quality life hrqol relation satisfactions non health related life domains longitudinal context based longitudinal survey data group frail immigrant older adults study perception health important major life domains vary time fact comparison satisfactions major life domains satisfaction health strongest predictor overall life satisfaction vary time findings continue support main points suggested hsieh soc indic res importance health major domain life overlooked association hrqol quality life overestimated,health related quality life quality life subjective life satisfaction satisfaction health longitudinal data relative importance health,1531,251
healthcare utilization costs patients non functioning pituitary adenomas,purpose non functioning pituitary adenomas nfpa substantial impact patients health status research extent healthcare utilization costs patients scarce objective determine healthcare usage associated costs determinants patients treated nfpa methods cross sectional study patients treated nfpa completed validated questionnaires annual healthcare utilization associated costs assessed medical consumption questionnaire mta imcq addition leiden bother needs questionnaire pituitary patients lbnq pituitary short form sf euroqol eq administered furthermore age sex endocrine status treatment duration follow extracted medical records associations analyzed using logistic linear regression results annual healthcare utilization included consultation endocrinologist patients neurosurgeon ophthalmologist fourteen percent patients hospitalization emergency room visit mean overall annual healthcare costs sd highest expenditures included medication inpatient care specialist care factors associated higher healthcare utilization costs greater self perceived disease bother need support worse mental physical health status younger age living conclusion healthcare usage costs patients treated nfpa substantial associated self perceived health status disease bother healthcare needs endocrine status treatment duration follow findings suggest targeted interventions addressing disease bother unmet needs chronic phase needed,pituitary adenoma nfpa healthcare utilization costs multidisciplinary value based healthcare,1948,330
risk subsequent fragility fractures observed low trauma ankle fractures,fragility fractures ffs strongest predictors subsequent osteoporotic fractures remains unclear low trauma ankle fractures ability aim study identify characteristics patients low trauma ankle ffs develop subsequent ffs optimus initiative strategy improve osteoporosis treatment post ff orthopedic clinics frax scores bmd frax bmi calculated time inclusion recurrent ffs recorded month follow ffs ray confirmed total patients initial ankle ff included women mean age years developed new ffs patients ankle ffs longer time recurrence lower year incidence recurrent ffs compared wrist ffs initial ffs year incidence rates respectively log rank test ankle ff inclusion recurrent ffs frequent patients previous ff patient years high risk frax bmi scores pre post ff patient years respectively ns compared patients conditions patient years ankle ffs represent clinical opportunity identifying risk patients targeted treatment previous ffs high risk frax mechanical factors contributors involved ankle ffs predict subsequent ffs overall inclusion frax bmi risk calculation warranted,fragility fracture ankle fracture fracture risk,1752,291
prophylactic abdominal aortic balloon occlusion patients pernicious placenta previa cesarean section systematic review meta analysis randomized controlled trials,purpose pernicious placenta previa induces severe hemorrhage cesarean section abdominal aorta balloon occlusion aabo considered effective operation patients pernicious placenta previa aim study investigate clinical application abdominal aortic balloon occlusion placenta previa cesarean section systematic review meta analysis methods medline embase cochrane library web science china national knowledge infrastructure cnki wan fang data cqvip searched inception jan th operative time intraoperative blood loss volume postoperative hospitalization duration intraoperative blood transfusion volume hysterectomy rate lower extremity thrombosis rate icu admission rate adverse reaction rate neonatal birth weight apgar min min scores regarded endpoints randomized controlled trials rct used meta analysis results fourteen articles retrieved total articles results meta analysis application intraoperative aabo ability reduce operative time wmd ci intraoperative blood loss volume wmd ci intraoperative blood transfusion volume wmd ci hysterectomy rate rr ci postoperative hospitalization duration wmd ci balloon preset time wmd ci reduced aabo group conclusions application aabo patients pernicious placenta previa safe effective worthy clinical promotion,abdominal aorta balloon occlusion pernicious placenta previa cesarean section placenta accrete meta analysis,1853,310
spatio temporal analysis land use land cover change effects soil erosion case study oplenac wine producing area serbia,paper various spatial modelling techniques applied analyse changes soil cover impact soil erosion oplenac wine producing area serbia past future predictions integrated valuation ecosystem services trade offs sediment delivery ratio invest sdr model modules land use change evaluation molusce model integrated methods remote sensing successfully applied shown valid tools predicting impact land use land cover lulc changes estimating soil loss results revealed greatest impact land use changes reduction areas vineyards extension meadow pasturelands individual social response economic conditions research period forecast reflected trends observed previous period greatest changes witnessing increase urban areas decrease areas arable land effect lulc changes spatio temporal patterns oplenac wine producing area major impact soil loss meaning area good agro climatic characteristics suitable intensification agricultural production,lulc soil erosion remote sensing vineyards,1487,239
role perpendicular anisotropy zigzag domain wall structure magnetic films,investigate apparently zigzag domain walls ultrathin magnetic films calculate total energy zero applied field considering anisotropies second order approximation discuss change zigzag wall morphology scale function dipolar length total energy depend film parameters exclusively anisotropy constants crystallographic orientation film thickness given dipolar length explain role second order anisotropy total energy dynamics response plane magnetization given dipolar length use constants connection experimental data reported amorphous tbco films grown external plane magnetic field high frequency ion sputtering mnas gaas films,film perpendicular anisotropy domain walls domain structure,1180,197
effects excess barium structure electrical properties ba ca tio,manganese doped ba ca tio lead free piezoelectric ceramics abbreviated bct high mechanical quality factor synthesized conventional solid state reaction method effects excess ba crystal structure microstructure electrical properties ceramics systematically investigated ray diffraction raman spectra revealed ca ions pushed ba sites ti sites bct mol extra ba ions added sintering grain size ceramics decreased adding extra ba ions mechanical quality factor resistivity ceramics decreased dramatically excess ba mol high piezoelectric coefficients pc high mechanical quality factors obtained ceramics excess ba mol mol results indicated properties bct ceramics tailored adjusting content ba,lead free ceramics excess ba grain size effect piezoelectric properties,559,108
