Aims,itr
publishing original research reports heat mass transfer rme und stoff bertragung serves circulation new developments field basic research heat mass transfer phenomena related material properties measurements applications engineering problems promoted title rme und stoff bertragung changed heat mass transfer,1673
world journal microbiology biotechnology publishes research papers review articles aspects microbiology microbial biotechnology foundation journal provided forum research work directed finding microbiological biotechnological solutions global problems problems including crop productivity public health waste management major impacts developing world journal especially reports advances developing regions topics scope journal submit manuscript falls following categories virology simple isolation microbes local sources simple descriptions environment reports procedure veterinary agricultural clinical topics main focus microorganism data reporting host response microbes optimization procedure description biological effects fully identified compounds undefined extracts natural origin data fully purified enzymes procedures appliedall articles published journal independently refereed,1678
journal publishes categories articles original papers preferred length printed pages ii mini reviews preferred length printed pages mini reviews short reviews critically summarizing current state providing perspectives biotechnological processes products microbial genomes methods equipment papers deal following aspects applied microbiology biotechnology biotechnological products process engineeringestablished pipe technologies biotechnological processes using prokaryotic eukaryotic cells enzymes proteins production conversion degradation detection substances including bioreactor design biotechnologically relevant enzymes proteinscharacterization hitherto undescribed biotechnologically relevant enzymes proteins known proteins novel properties purification proteins technical scale bioenergy biofuelsbiotechnological processes production fuels combustible chemicals forms energy applied genetics molecular biotechnologynew vectors methods genetic transformation aspects strain improvement employing recombinant dna technology including metabolic engineering enzyme engineering genomics transcriptomics proteomicscharacterization analyses genomes transcriptomes proteomes applied microbial cell physiologyphysiological studies biosynthesis catabolism biotransformation biotechnologically relevant compounds environmental biotechnologyall aspects environmental processes using microorganisms biodegradation hazardous chemicals methods protocolsnovel methods techniques significant modifications described methods new combinations methods yielding significant improvements novelty reliability concisely presented,1676
peer reviewed journal happiness studies devoted scientific understanding subjective coverage includes cognitive evaluations life life satisfaction affective enjoyment life mood level addition contributions appraisal life journal accepts papers life domains job satisfaction life aspects perceived meaning life journal happiness studies provides forum main traditions happiness research speculative reflection good life empirical investigation subjective contributions span broad range disciplines alpha sciences philosophy particular beta sciences especially investigations biological physiological correlates happiness gamma sciences including psychology sociology economics journal addresses conceptualization measurement prevalence explanation evaluation imagination study happiness leading questions concern conceptualization measurement prevalence explanation evaluation imagination study happiness leading questions conceptualization meanings denoted terms like happiness subjective fit broader conceptions good life measurement ways assess people feel life best measures purposes scores compared individuals time culture prevalence people feel life systematic differences social categories culture time explanation goes people appraise life mental neural processes involved conditions foster positive appreciation life effects mediated feel good bad use going life appraisals evaluation consequences enjoying life happiness worthwhile goal therapy social policy imagination happiness portrayed arts fiction public think beliefs fit reality policy makers think happiness beliefs matter imagination affect appraisals life study study happiness developed link philosophical thought empirical research,1679
fish physiology biochemistry fish international journal publishing original research papers reviews physiological aspects fishes editorial board fish gives high priority mechanistic studies field fish physiology environmental evolutionary perspective levels biological organization considered molecular organismal emphasis given functional understanding links physiological biochemical traits evolutionary history ecology environmental plasticity fish species specific cases purely descriptive papers considered peer reviewing publication fish following areas given preference topics given consideration reproductive physiology endocrinologynutritional physiology metabolismosmotic ionic respiratory excretory homeostasisnerve muscle physiologybioenergetics growth physiologystress welfare physiologyneuro immune endocrine interactionsphysiological responses fish toxicants environmentally relevant scenariosfish receives manuscripts publish consequence publication rate averages submitted manuscripts categories articles include papers brief communications unsolicited invited reviews editorial comments announcements,1682
journal publishes reviews original contributions commentaries dealing quantitative empirical theoretical studies analysis animal behavior level individual group population community species section methods considers submissions concerning statistical procedures problems problems related measurement techniques special emphasis placed ultimate functions evolution ecological adaptations behavior addition mechanistic studies proximate cause aspects particular intraspecific behavioral interactions special focus social behavior including altruism cooperation parental care pre postzygotic sexual selection kin recognition kin selection group structure social networks interspecific behavioral interactions including competition resource partitioning speciation foraging mutualism predator prey interactions parasitism signalling behavioral ecophysiology information processing neuroecology behavioral genetics sociogenomics behavioral plasticity behavioral syndromes dispersal orientation space time relevant evolutionary functional theory,1681
structural chemistry international forum publication peer reviewed original research papers cover condensed gaseous states matter involve numerous techniques determination structure energetics results conclusions derived studies journal overcomes unnatural separation current literature areas structure determination energetics applications builds bridge chemical disciplines ist comprehensive coverage encompasses broad discussion results observation relationships various properties description application structure energy information domains chemistry welcome broadest range accounts research structural chemistry involving discussion methodologies structures experimental theoretical computational combinations encourage discussions structural information collected chemicaland biological significance following structure report submissions encouraged accounts crystal molecular structures diffraction techniques reports spectra assignments similarly computational structure determinations contain meaningful discussions structures energetic comparisons related systems new methodologies specifically submissions chemical biological significance structural information collected suitable submission structural chemistry,1685
cardiovascular interventional radiology cvir official journal cardiovascular interventional radiological society europe official organ number additional distinguished national international interventional radiological societies cvir publishes double blinded peer reviewed original research work including clinical laboratory investigations technical notes case reports works progress letters editor review articles pictorial essays editorials special invited submissions field vascular interventional radiology communication latest research results field aim cvir support continuous medical education articles accepted publication understanding substantive contents submitted publication,1695
medicinal chemistry research journal prompt disclosure novel experimental achievements facets drug design drug discovery elucidation mechanisms action biologically active compounds articles sought emphasize research chemical biological relationships especially structure activity relationships investigations biochemical pharmacological targets drug action correlations structures mode action biologically active compounds studies welcomed increase understanding biochemical interactions drug molecules ions free radicals sterically important sections macromolecular targets journal strive publish short papers approximately pages months acceptance rapid peer reviewing maintained editors addition reviews new trends articles appear invitation editors articles solicited leading researchers fields medicinal chemistry medicinal chemistry research journal dedicated biologically active compounds including bioactive natural products plant origin publishes original contributions major areas design synthesis structure activity relationships bioactive compounds docking molecular modeling computational studies bioactive interactions characterization active ingredients medicinal plants identification bioactivity plant extracts identification targets mechanism activity bioactive compounds chemistry biochemistry bioactive natural products plant origin critical reviews historical clinical legal status medicinal agents accounts topical issues bibliographic datafirst published volume year issues volumeformat cmissn print issn electronic,1697
philosophical studies founded herbert feigl wilfrid sellars provide periodical dedicated work analytic philosophy journal remains devoted publication papers exclusively analytic philosophy papers applying formal techniques philosophical problems welcome principal aim publish articles models clarity precision dealing significant philosophical issues intended readers journal abreast central issues problems contemporary analytic philosophy double blind review procedurethe journal follows double blind reviewing procedure authors requested place affiliation separate page self identifying citations references article text avoided left blank manuscripts submitted authors responsible reinserting self identifying citations references manuscripts prepared final submission,1701
neuroscience behavioral physiology contains translations papers selected russian journals describing significant results studies nervous priority given new experimental findings neuroscience behavioral physiology publishes contributions international importance fields physiology psychopharmacology neuroendocrinology neurochemistry anatomy pathology nervous special attention given research relating brain function behavior reviews provided current status entire fields russian research submit articles russian ukrainian language source journals consult submission guidelines link right hand page,1706
primary constituency journal parasitic diseases parasitology publishes original research papers pure applied clinical contribute significantly area parasitology research papers various aspects cellular molecular parasitology welcome,1707
journal community health offers original articles practice teaching research community health providing coverage preventive medicine new forms health manpower analysis environmental factors delivery health care services study health maintenance health insurance programs serving forum exchange ideas clarification journal features articles projects making significant impact education health personnel,1718
archive applied mechanics serves platform communicate original research scholarly value branches theoretical applied mechanics solid fluid mechanics dynamics vibrations focuses continuum mechanics general structural mechanics biomechanics micro nano mechanics hydrodynamics particular following topics emphasized thermodynamics materials material modeling multi physics mechanical properties materials homogenization phase transitions fracture damage mechanics vibration wave propagation experimental mechanics machine learning techniques context applied mechanics new analytical numerical experimental methods suited research mentioned subjects welcome manuscripts reporting results obtained established methods contributing scientific knowledge encouraged archive applied mechanics founded ingenieur archiv vol grammel title changed archive applied mechanics,1719
pharmaceutical chemistry journal monthly publication devoted scientific technical research creation new drugs improvement manufacturing technology drugs intermediates international contributors cover entire spectrum new drug research including methods synthesis results pharmacological toxicological biochemical studies investigation structure activity relationships prediction new compounds methods technical facilities used andproblems associated development ecologically safe economically feasible methods industrial production addition analytical reviews international literature field provide coverage recent developments world pharmaceutical chemistry journal translation russian journal khimiko farmatsevticheskii zhurnal russian volume year published english april articles peer reviewed,1724
measurement techniques contains articles engaged study application fundamental measurements topics covered include general problems metrology uniformity measurement results measurement standards units physical quantities measurement methods new measurement techniques fields measurement linear mechanical electromagnetic optical time frequency thermo technical ionising radiations journal measurement techniques translation russian journal izmeritel naya tekhnika selected articles metrologiya russian volume year published english april articles peer reviewed,1725
journal immigrant minority health international forum publication peer reviewed original research pertaining immigrant health contributors diverse fields including public health epidemiology medicine nursing anthropology sociology population research immigration law ethics journal publishes review articles short communications letters editor notes field,1732
russian engineering research journal publishes articles mechanical production engineering journal covers development different branches mechanical engineering new technologies tools machine materials design emphasis operations research production line layout industrial robots manipulators quality control process engineering kinematic analysis machine assemblies computerized integrated manufacturing systems,1736
publishing nearly original articles year leading scientists russia world russian chemical bulletin prominent international journal coverage journal spans practically areas fundamental chemical research presented sections general inorganic chemistry physical chemistry organic chemistry organometallic chemistry chemistry natural compounds bioorganic chemistry international advisory board russian chemical bulletin consists eminent scientists europe canada usa china japan article peer reviewed independent referees edited highest international standards journal founded published english russian chemical bulletin translation russian journal izvestiya akademii nauk seriya khimicheskaya articles peer reviewed information available editor website following link http rcb ioc ac ru,1744
development new anticancer agents rapidly changing aspects cancer research investigational new drugs provides forum rapid dissemination information new anticancer agents papers published medical chemist toxicologist pharmacist pharmacologist biostatistician clinical oncologist investigational new drugs provides fastest possible publication new discoveries results community scientists developing anticancer agents issue contains original articles dealing anticancer drug development sections devoted invited review articles letters editor journal affords opportunity publish proceedings special workshops symposia devoted development new anticancer agents provided add understanding investigational agents journal adverse publishing clinical trials negative results investigational new drugs cuts usual lines subdisciplines providing locus presentation relevant investigations discussion critical questions appropriate entire field new anticancer drug development,1751
calcified tissue international musculoskeletal research publishes original research reviews concerning structure function bone musculoskeletal tissues living organisms clinical studies musculoskeletal disease includes studies cell biology molecular biology intracellular signalling physiology research hormones cytokines mediators influence musculoskeletal journal publishes clinical studies relevance bone disease mineral metabolism muscle function musculoskeletal interactions,1752
provide international journal publication high quality research aspects dynamics global climate papers containing original paleoclimatic diagnostic analytical numerical modeling research structure behavior atmosphere oceans cryosphere biomass land surface interacting components dynamics global climate especially welcome contributions focused selected aspects climate dynamics particular scales space time scholarly reviews papers emphasizing integrated view physical biogeochemical processes governing climate climate change welcome,1754
development new anticancer agents rapidly changing aspects cancer research investigational new drugs provides forum rapid dissemination information new anticancer agents papers published medical chemist toxicologist pharmacist pharmacologist biostatistician clinical oncologist investigational new drugs provides fastest possible publication new discoveries results community scientists developing anticancer agents issue contains original articles dealing anticancer drug development sections devoted invited review articles letters editor journal affords opportunity publish proceedings special workshops symposia devoted development new anticancer agents provided add understanding investigational agents journal adverse publishing clinical trials negative results investigational new drugs cuts usual lines subdisciplines providing locus presentation relevant investigations discussion critical questions appropriate entire field new anticancer drug development,1756
inflammation publishes latest international advances experimental clinical research physiology biochemistry cell biology pharmacology inflammation contributions include length scientific reports short definitive articles papers meetings symposia proceedings journal coverage includes acute chronic inflammation mediators inflammation mechanisms tissue injury cytotoxicity pharmacology inflammation clinical studies inflammation modification,1760
calcified tissue international musculoskeletal research publishes original research reviews concerning structure function bone musculoskeletal tissues living organisms clinical studies musculoskeletal disease includes studies cell biology molecular biology intracellular signalling physiology research hormones cytokines mediators influence musculoskeletal journal publishes clinical studies relevance bone disease mineral metabolism muscle function musculoskeletal interactions,1757
inflammation publishes latest international advances experimental clinical research physiology biochemistry cell biology pharmacology inflammation contributions include length scientific reports short definitive articles papers meetings symposia proceedings journal coverage includes acute chronic inflammation mediators inflammation mechanisms tissue injury cytotoxicity pharmacology inflammation clinical studies inflammation modification,1766
journal molecular neuroscience committed rapid publication original findings increase understanding molecular structure function development nervous criteria acceptance manuscripts scientific excellence originality relevance field molecular neuroscience manuscripts clinical relevance especially encouraged journal seeks provide means accelerating progression basic research findings clinical utilization experiments described journal molecular neuroscience involve use animal human subjects approved appropriate institutional review committee conform accepted ethical standards,1770
medical oncology mo communicates results clinical experimental research oncology hematology particularly experimental therapeutics fields immunotherapy chemotherapy provides state art reviews clinical experimental therapies topics covered include immunobiology pathogenesis treatment malignant tumors,1775
international urogynecology journal official journal international urogynecological association iuga international urogynecology journal evolved response perceived need clinicians scientists researchers active field urogynecology pelvic floor disorders gynecologists urologists physiotherapists nurses basic scientists require regular means communication field pelvic floor dysfunction express new ideas research review clinical practice diagnosis treatment women disorders pelvic floor journal adopted peer review process original contributions maintain high standards regard research published clinical approach urogynecology pelvic floor disorders emphasized issue containing clinically relevant material immediately applicable clinical medicine publication covers aspects field interdisciplinary fashion,1776
bulletin mathematical biology official journal society mathematical biology disseminates original research findings information relevant interface biology mathematical sciences contributions relevance fields order accommodate broad scope new developments journal accepts variety contributions including original research articles focused new biological insights gained help tools mathematical sciences new mathematical tools methods demonstrated applicability biological investigationsresearch mathematical biology educationreviewscommentariesperspectives contributions discuss issues important professionall contributions peer reviewed,1777
comparative clinical pathology provides source publication reviews research reports technical notes case histories covering aspects haematology clinical chemistry mammalian species comparative aspects work refers differences number degree quality normal expected findings related comparison differing species including human journal addresses scientists field comparative clinical pathology limited research institutes toxicology pathology laboratories medical veterinary universities colleges practices teaching hospitals zoological institutes considered publication comparative clinical pathology papers address aspects comparative clinical pathology include classical haematology clinical chemistry toxicology endocrinology immunology immunodeficiency states immunotoxicology haemostasis haematopoietic malignancies immunophenotyping cellular lineage functional identification biomarkers articles incorporate normal abnormal values normal abnormal reactions human veterinary zoological data diagnostic toxicological changes impact diagnosis disease control experimental studies new technologies experimental studies incorporate data vivo vitro studies wholly vitro articles include appropriate data information disciplines histopathology include specialist techniques immunohistochemistry relevant comparative clinical pathology,1794
journal interdisciplinary publication covering aspects structural chemistry including theory molecular structure chemical bond use physical methods study electronic spatial structure chemical species structural features liquids solutions surfaces supramolecular systems nano solid materials crystal structure solids,1797
russian engineering research journal publishes articles mechanical production engineering journal covers development different branches mechanical engineering new technologies tools machine materials design emphasis operations research production line layout industrial robots manipulators quality control process engineering kinematic analysis machine assemblies computerized integrated manufacturing systems,1810
climatic change dedicated totality problem climatic variability change descriptions causes implications interactions purpose journal provide means exchange working problems related climatic variations different disciplines interdisciplinary researchers discipline meteorology anthropology agricultural science astronomy biology chemistry physics geography policy analysis economics engineering geology ecology history climate invited submit articles provided articles interdisciplinary means authors opportunity communicate essence studies people climate related disciplines interested non disciplinarians report research originality combinations necessarily original work disciplines journal includes vigorous editorial book review sections june manuscript submissions received electronic editorial manager receipt manuscript assigned deputy editors indicated editorial board page deputy editor experienced interdisciplinary approaches research involved managing progress manuscript assure editorial expertise matched disciplines applied manuscript working conjunction associate deputy editors combine expertise various subfields interdisciplinary experience deputy editors assign reviewers evaluate reviews returned decide revisions needed evaluate revised manuscripts decide review required make recommendation editors editors make ultimate decision accept reject manuscript work conjunction editorial advisory board maintain close watch process assure consistency subject areas speed publication process changes manuscript requirements review procedures goal encourage original research articles published pages inclusive text references figures tables equivalent approximately words manuscript composed text urge authors advantage capacity electronic supplemental material case manuscripts little promise developing sufficient novelty clarity interdisciplinary reach review process merit publication climatic change allow editors discretion recommend rejection submissions external review subject approval editors chief case reviewers asked return reviews weeks hope shorten time line future review manuscript indicates substantial number significant unresolved problems remain generally returned author consideration changes shortened time submission online publication climatic change continue publish essays commentaries published papers unique invited springboard commentaries invited book reviews information categories including word limits instructions authors climatic change letters continue accept brief submissions merit faster publication,1832
water resources management international multidisciplinary forum presentation original contributions exchange knowledge experience management water resources particular journal publishes contributions water resources assessment development conservation control emphasis policies strategies planning design water resource systems andoperation maintenance administration water resource systems following areas covered journal insofar closely related water demand consumption applied surface groundwater hydrology water management techniques simulation modelling water resource systems forecasting control quantity quality water economic social aspects water use legislation water resources protection water resources management supported scientifically european water resources association scientific technical nonprofit making european association journal plays crucial role achieving purposes association promote research application scientific knowledge practical engineering activities enhance european international cooperation water resources management,1842
european spine journal publication founded response increasing trend specialization spinal surgery journal devoted spine surgery related disciplines including functional surgical anatomy spine biomechanics pathophysiology diagnostic procedures neurology aim european spine journal support development highly innovative spine treatments provide integrated balanced view diagnostic research treatment procedures enhance effective collaboration specialists worldwide manuscripts submitted publication contain statement effect human studies reviewed appropriate ethics committee performed accordance ethical standards laid appropriate version declaration helsinki stated clearly text persons gave informed consent prior inclusion study details disclose identity subjects study omitted reports animal experiments state principles laboratory animal care nih publication revised followed specific national laws current version german law protection animals applicable coordinating editors reserve right reject manuscripts comply mentioned requirements author held responsible false statements failure fulfil mentioned requirements,1846
journal polymers environment fills need international forum diverse rapidly expanding field journal serves crucial role publication information wide range disciplines central outlet publication high quality peer reviewed original papers review articles short communications journal intentionally interdisciplinary regard contributions covers following subjects polymers environmentally degradable polymers degradation pathways biological photochemical oxidative hydrolytic new environmental materials derived chemical biosynthetic routes environmental blends composites developments processing reactive processing environmental polymers characterization environmental materials mechanical physical thermal rheological morphological recyclable polymers plastics recycling environmental testing laboratory simulations outdoor exposures standardization methodologies environmental fate end products intermediates biodegradation microbiology enzymology polymer biodegradation solid waste management public legislation specific environmental polymers related topics,1851
annals operations research publishes peer reviewed original articles dealing aspects operations research including theory practice computation submissions include length research articles short notes expositions surveys reports computational studies case studies new innovative practical applications annals operations research publishes special volumes focusing defined fields operations research ranging highly theoretical algorithmic applied volumes guest editors personally responsible collecting papers appear volume overseeing refereeing process keeping volume schedule potential guest editors new refereed volumes proceedings conferences monographs focused collections papers major areas cordially invited forward suggestions editor chief new submissions directed editor chief manuscripts prepared following instructions authors journal homepage www springer com journal manuscripts submitted annals operations research report original research previously published submitted publication journal officially cited ann oper res,1850
solar physics founded principal journal publication results fundamental research sun journal treats aspects solar physics ranging internal structure sun evolution outer corona solar wind interplanetary space papers solar terrestrial physics stellar research published results direct bearing understanding sun,1852
archives gynecology obstetrics founded archiv gynaekologie long outstanding tradition journal organ deutsche gesellschaft gyn kologie und geburtshilfe archives gynecology obstetrics publishes editorials news views reviews original articles clinical topics basic research categories maternal fetal medicinegeneral gyneocologygynecologic oncologygynecologic endocrinology reproductive medicineurogynecology position statements guidelines correspondence section correspondence articles published lettersto editor usually followed answers authors images obstetrics gynecology outstanding illustrative material published thisshould followed short description references abstractsfrom subspecialties gynecology obstetrics papers peer reviewed published quickly possible case reports submitted accepted broad readership include systematic review literature systematic reviews rare diseases welcome,1853
established acta physiologiae plantarum international journal publishing peer reviewed articles facets plant physiology various levels biological organization ranging relevant aspects molecular cell biology biochemistry,1856
international ophthalmology provides clinician articles relevant subspecialties ophthalmology broad international scope emphasis presentation latest clinical research field addition journal includes regular sections devoted new developments technologies products techniques international ophthalmology seeks high quality research papers significant medical social impact papers relate innovative diagnostic techniques advances therapy significant findings relevant diseases international ophthalmology welcomes high quality review articles meta analyses large cohort studies international ophthalmology accordingly accepts article categories original article andreview acceptance based provision outstanding quality readers addition letters editor invited summary international ophthalmology journal updates readers latest clinical research findings entire spectrum ophthalmology goal advancing disease management,1863
official clinical journal european society ofsports traumatology knee surgery arthroscopy esska areas orthopedic surgery traumatology undergone dramatic evolution years knee surgery arthroscopy sports traumatology ranked journals orthopedics sports sciences goal european journal publish papers innovative knee surgery sports trauma surgery arthroscopy issue features series peer reviewed articles deal diagnosis management basic research issue contains review article important clinical problem case presentations short notes technical innovations accepted publication articles cover aspects knee surgery types sports trauma addition epidemiology diagnosis treatment prevention types arthroscopy knee shoulder elbow wrist hip ankle addressed articles new diagnostic techniques mri ultrasound high quality articles biomechanics joints muscles tendons included largely clinical journal open basic research clinical relevance journal supported distinguished european editorial board assisted international advisory board assured journal maintains highest standards reports animal experiments state principles laboratory animal care nih publication revised followed specific national laws current version german law protection animals applicable editor reserves right reject manuscripts comply mentioned requirements author held responsible false statements failure fulfil mentioned requirements,1869
pediatric nephrology publishes original clinical research related acute chronic diseases affect renal function blood pressure fluid electrolyte disorders children studies involve medical surgical nutritional physiologic biochemical genetic pathologic immunologic aspects disease imaging techniques consequences acute chronic kidney disease issues year contain editorial commentaries reviews educational reviews original articles brief reports rapid communications clinical quizzes letters editors,1880
journal religion health international publication concerned creative partnership psychology religion sprituality relationship religion spirituality mental physical health multidisciplinary interdisciplinary journal publishes peer reviewed original contributions scholars professionals religious faiths articles clinical statistical theoretical impressionistic anecdotal founded blanton peale institute joins perspectives psychology religion journal religion health explores contemporary modes religious thought particular emphasis relevance current medical psychological research,1893
international multi disciplinary journal joint initiative international osteoporosis foundation national osteoporosis foundation usa osteoporosis international provides forum communication exchange current ideas concerning diagnosis prevention treatment management osteoporosis metabolic bone diseases publishes original papers reporting progress results areas osteoporosis related fields review articles reflecting present state knowledge special areas summarizing limited themes discussion led clearly defined conclusions educational articles giving information progress topic particular case reports uncommon interesting presentations condition focusing clinical research journal accept submissions basic aspects research considered editors relevant human disease spectrum,1897
breast cancer research treatment international arena discussion resolution ongoing controversies breast cancer treatment consideration thoughtful speculation comments current work breast cancer research treatment provides medical oncologist surgeon radiation oncologist endocrinologist epidemiologist immunologist cell biologist investigating problems breast cancer single forum communication journal market place breast cancer topics cuts usual lines disciplines providing site presenting pertinent investigations discussing critical questions relevant entire field seeks inform perspectives concerned breast cancer issue contains articles dealing original laboratory investigations articles dealing clinical translational studies invited review articles meeting reports editorials letters editor way engage lively exchange opinions previously published articles topics opportunity publish proceedings special workshops symposia devoted breast cancer manuscripts peer reviewed distinguished international group advisory editors reviewers covering various disciplines breast cancer,1898
cancer causes control international refereed journal reports stimulates new avenues investigation causes control subsequent prevention cancer drawing related information published currently diverse range biological medical journals multidisciplinary multinational approach scope journal includes variation cancer distribution populations factors associated cancer risk preventive therapeutic interventions population scale economic demographic health policy implications cancer related methodological issues emphasis speed publication journal normally publish days acceptance manuscripts cancer causes control publishes original articles reviews commentaries opinions short communications letters editor direct relevance researchers practitioners working epidemiology medical statistics cancer biology health education medical economics related fields journal contains significant information government agencies concerned cancer research control policy,1901
publication policy agroforestry systems international scientific journal publishes results novel high impact original research critical reviews short communications aspect agroforestry journal particularly encourages contributions demonstrate role agroforestry providing commodity non commodity benefits ecosystem services papers dealing biophysical socioeconomic aspects welcome include results investigations fundamental applied nature dealing integrated systems involving trees crops livestock manuscripts purely descriptive nature confirmatory nature established findings limited international scope discouraged acceptable publication information presented relevant context wider specific location study undertaken provide new insight make significant contribution agroforestry knowledge base frequency publication journal publishes volume issues year issue contains approximately printed pages printed page approx words presentation style journal language english american british english used entire text paper follow style detailed instructions authors published end volume journal available request publishers editor chief prospective contributors advised follow instructions consult recent issue journal style format peer review editorial process manuscripts including short communications special issue articles peer reviewed independent reviewers members editorial board outside experts editor chief responsible overall editorial process coordination assisted associate editors coordinate review process manuscripts dealing subjects respective expertise,1904
water air soil pollution international interdisciplinary journal aspects pollution solutions pollution biosphere includes chemical physical biological processes affecting flora fauna water air soil relation environmental pollution scope subject areas diverse include aspects pollution sources transport deposition accumulation acid precipitation atmospheric pollution metals aquatic pollution including marine pollution ground water waste water pesticides soil pollution sewage sediment pollution forestry pollution effects pollutants humans vegetation fish aquatic species micro organisms animals environmental molecular toxicology applied pollution research biosensors global climate change ecological implications pollution pollution models water air soil pollution publishes manuscripts novel methods used study environmental pollutants environmental toxicology environmental biology novel environmental engineering related pollution biodiversity influenced pollution novel environmental biotechnology applied pollution bioremediation environmental modelling biorestoration polluted environments articles submitted local advance international knowledge environmental pollution solutions pollution articles simply replicate known knowledge techniques researching local pollution problem normally rejected review submitted articles date references employ correct experimental replication statistical analysis needed contain significant contribution new knowledge publishing editorial team sincerely appreciate cooperation water air soil pollution publishes research papers review articles mini reviews book reviews note special topical issues published published companion journal water air soil pollution focus issn special issues forward published mother journal water air soil pollution,1905
anatomy morphological science fail clinician practical application anatomical research clinical problems necessitates special adaptation selectivity choosing numerous international works tendency believe meaningful advances anatomy unlikely constant revision necessary surgical radiologic anatomy international journal clinical anatomy created spirit goal serve clinicians regardless speciality physicians surgeons radiologists specialists indispensable aid improve knowledge anatomy issue includes original papers review articles articles anatomical bases medical surgical radiological techniques articles normal radiologic anatomy brief reviews anatomical publications clinical particular attention given high quality illustrations indispensable better understanding anatomical problems surgical radiologic anatomy journal written anatomists clinicians special anatomy,1917
chemistry natural compounds publishes reviews general articles structure different classes natural compounds chemical characteristics botanical families genus species establish comparative laws connection physiological activity structure substances chemistry natural compounds translation russian language journal khimiya prirodnykh soedinenii articles peer reviewed russian volume year published english april,1922
atomic physicsatomic structures propertiesqed relativistic body calculationsatoms external fieldsexotic atomslow highly charged ionsmetrology fundamental constantsexperimental tests fundamental symmetriesmatter antimatter interactionsmolecular physics chemical physicsmolecular structure propertiesmolecular spectroscopymagnetic resonance nmr epr synchrotron rays studies molecular structuremolecules external fieldsdecay processesbio macromoleculesatomic molecular collisionscollisions atoms ions moleculesphotoionisation photofragmentationmolecular interaction reactivityelectron positron scattering atoms moleculesatomic cluster collisionscollision processes involving bio macromoleculesdynamics systems nanoscaleclusters nanostructuresstructure properties clustersreactivity clustersclusters nanostructures surfacesfullerenes carbon clustershelium dropletsnanoparticles nanohybrid systemsmetamaterialscold matter quantum gaseslaser coolingatom ion trapsatom molecule optics interferometrybose einstein condensationfermi gasquantum fluidscold moleculesinteractions reactions cold trapsultracold plasmasplasma physicsbasic plasma phenomena gas dischargeswaves instabilities nonlinear plasma dynamicsmagnetic inertial plasma confinementplasma applications surface fabrication treatment biological environmental aerospace emerging applicationsplasma diagnosticsplasma physics ultra high fieldswarm dense matternon equilibrium atmospheric pressure plasmasmicroplasmascomplex plasmasnonlinear dynamicstheory models dynamical instabilitiesclassical quantum chaos atoms molecules opticspattern formation spatial solitonsoptical phenomena photonicslight matter interactionphysics lasersnonlinear optical phenomenapropagation solitonsnanophotonics plasmonicsquantum opticsquantum properties lightquantum correlation entanglementcavity qedquantum measurementsquantum informationquantum information processing computingquantum communications cryptographyquantum memoriesquantum simulationultraintense ultrashort laser fieldsattosecond pulsesmultiphoton ionisationharmonics ray generationfemtochemistryplasma clusters ultraintense laser fieldsparticles accelerationfilamentationarticle categoriesregular articlescolloquiatopical reviewscolloquia development new areas research impact new promising experimental theoretical methods fields spectrum topics covered epjd extensive complete reviews usual sense intended suitably introduce new research directions techniques early stages development wider audience explicit constraint regarding length manuscripts printed pages usual length invited submitted manuscripts undergo refereeing procedure contributions submitted journal invited colloquium papers authors receive honorarium eur publication colour figures free charge colloquium papers generally solicited journal editors authors wishing submit colloquium paper advised contact colloquia review editors topical reviews provide comprehensive extensive summary recent research results field spectrum topics covered epj current broader audience topical review aim summarize pertinent experimental theoretical computational results obtained key research groups working field past years historical reviews entire sub field physics discouraged explicit constraint regarding length manuscripts printed pages usual length invited submitted manuscripts undergo refereeing procedure contributions submitted journal invited topical review papers authors receive honorarium eur publication color figures free charge topical review papers generally solicited journal editors authors wishing submit topical review paper advised contact colloquia review editors,1928
